zip,business_name,address,city,phone,price,cuisine,state,pageUrl,item_price/_source,item_price,item_price2/_source,item_name,category,item_price/_currency,item_name2,item_price2/_currency,item_price2
"10021","Bagels and Co. (York Ave)","1428 York Avenue (York Ave between E 76th St & E 75th St)","New York","(212) 717-0505","$$","Kosher","NY","http://www.seamless.com/food-delivery/bagels-and-co-york-ave-new-york-city.41051.r",,,,,,,,,
"10016","Bagel Cafe & Catering (Third Avenue)","429 Third Ave (3rd Ave. & 30th St.)","New York","(212) 679-9845","$","Bagels","NY","http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$6.60; $49.50; $95.00; $39.95; $42.50; $42.50; $46.95; $29.00; $175.00; $29.00; $39.95; $99.00; $57.50","6.6; 49.5; 95; 39.95; 42.5; 42.5; 46.95; 29; 175; 29; 39.95; 99; 57.5","$13.20; $59.50; $16.95; $42.50; $42.50; $120.00; $58.50; $35.00; $58.50; $58.50; $69.95; $36.95; $58.50","Buy 6 Bagels Get 1 Free; Bagels & Coffee Breakfast For 10; Lunch Cold Cuts Sandwiches/Wraps for 10; Bagel & Lox Brunch (4-6 peoples); Cookies & Brownies Tray for 10; Ceasar Salad for 10; Office Nosh Package for 8-10; Scramble Eggs Tray For 10; Traditional Nova Scotia Breakfast For 10; Fresh Squeezed O.J Cups For 10; Grilled Vegetables Tray For 10; Turkey Club Sandwiches Tray For 10; Bacon Eggs and Cheese Bagel Sandwiches Tray For 10","Menu Coupons","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","Buy 1 Dozen Bagels Get 3 Free; Continental Breakfast For 10; 96 oz Coffee Box (10 cups); Fresh Cut Fruit Platter for 10; Green Salad For 10; Hot Pastrami Sandwiches Platter for 10; Mini Pancakes Tray for 10; Home Fries Tray For 10; Belgian Waffles Tray For 10; Mini French Toasts For 10; Tuna Salad & Egg Salad Sandwiches For 10; Yogurt Parfait Station For 10; Fresh Mozzarella Tomatoes And Basil Tray For 10","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","13.2; 59.5; 16.95; 42.5; 42.5; 120; 58.5; 35; 58.5; 58.5; 69.95; 36.95; 58.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$1.15; $1.60; $0.80","1.15; 1.6; 0.8","$1.60; $1.10; $3.00","Hand-Rolled Bagel; Roll; Mini Bagels","Bagels & Rolls","USD; USD; USD","Flat Bagel; Bread; Gluten Free Bagels","USD; USD; USD","1.6; 1.1; 3"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$3.00; $3.75; $3.75; $3.75; $3.75; $4.50; $4.75; $4.25; $5.50; $1.75; $2.50","3; 3.75; 3.75; 3.75; 3.75; 4.5; 4.75; 4.25; 5.5; 1.75; 2.5","$3.75; $5.00; $3.75; $3.75; $4.00; $4.50; $3.75; $4.25; $2.00; $2.00; $2.50","Cream Cheese Bagel; Olive Cream Cheese Bagel; Vegetable Cream Cheese Bagel; Sun-Dried Tomatoes Cream Cheese Bagel; Jalapeño Cream Cheese Bagel; Tofu Scallion Cream Cheese Bagel; Tofu Lox Spread Cream Cheese Bagel; Light Scallion Cream Cheese Bagel; Light Lox Spread Cream Cheese Bagel; Butter on a Bagel; Peanut Butter and Jelly on a Bagel","Cream Cheese on a Bagel","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","Cream Cheese and Jelly Bagel; Lox Cream Cheese Bagel; Strawberry Cream Cheese Bagel; Bacon Cream Cheese Bagel; Tofu Cream Cheese Bagel; Tofu Vegetable Cream Cheese Bagel; Light Cream Cheese Bagel; Light Vegetable Cream Cheese Bagel; Peanut Butter on a Bagel; Butter and Jelly on a Bagel; Nutella on a Bagel","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","3.75; 5; 3.75; 3.75; 4; 4.5; 3.75; 4.25; 2; 2; 2.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$11.25; $11.25; $6.75; $14.25","11.25; 11.25; 6.75; 14.25","$11.25; $9.75; $13.75","Nova Bagel; Fresh Baked Salmon Bagel; Herring with Cream Bagel; Sturgeon Bagel","Smoked Fish on a Bagel","USD; USD; USD; USD","Belly Lox Bagel; White Fish Bagel; Sable Bagel","USD; USD; USD","11.25; 9.75; 13.75"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$7.50; $7.50; $6.00; $8.95; $7.50; $5.00","7.5; 7.5; 6; 8.95; 7.5; 5","$7.50; $5.75; $9.95; $6.00; $7.50; $7.00","Tuna Salad Bagel; Spicy Tuna Salad Bagel; Low-Fat Egg White Salad Bagel; White Fish Salad Bagel; Chicken Salad Bagel; Hummus Bagel","Spreads & Salads on a Bagel","USD; USD; USD; USD; USD; USD","Low-Fat Vegetable Tuna Salad Bagel; Egg Salad Bagel; Baked Salmon Salad Bagel; Chopped Liver Bagel; Basil Chicken Salad Bagel; Avocado & Hard Boiled Egg Bagel","USD; USD; USD; USD; USD; USD","7.5; 5.75; 9.95; 6; 7.5; 7"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$6.95; $4.50; $4.50; $4.50","6.95; 4.5; 4.5; 4.5","$6.95; $4.50; $4.50; $4.50","Fresh Mozzarella, Tomato & Basil Bagel; Provolone Cheese Bagel; Swiss Cheese Bagel; Cheddar Cheese Bagel","Cheese on a Bagel","USD; USD; USD; USD","Brie Cheese Bagel; American Cheese Bagel; Muenster Cheese Bagel; Pepper Jack Cheese Bagel","USD; USD; USD; USD","6.95; 4.5; 4.5; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$8.50; $8.50; $7.50; $7.50; $7.50; $7.50; $0.75","8.5; 8.5; 7.5; 7.5; 7.5; 7.5; 0.75","$8.50; $7.50; $7.50; $9.00; $7.50; $7.50; $1.50","Roast Beef Bagel; Pastrami Bagel; Pepper Turkey Bagel; Ham Bagel; Kosher Salami Bagel; Grilled Chicken Bagel; 1/2 Home Cured Pickle","Cold Cuts on a Bagel","USD; USD; USD; USD; USD; USD; USD","Corned Beef Bagel; Honey Turkey Bagel; Smoked Turkey Bagel; Prosciutto Bagel; Genoa Salami Bagel; Chicken Cutlet Bagel; Home Cured Pickle (Whole)","USD; USD; USD; USD; USD; USD; USD","8.5; 7.5; 7.5; 9; 7.5; 7.5; 1.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$11.25; $9.50; $9.25; $10.75; $8.95; $8.95","11.25; 9.5; 9.25; 10.75; 8.95; 8.95","$9.50; $9.25; $6.00; $8.25; $8.95; $7.95","1-S. Traditional Nova Scotia Bagel; 3-S. Smoked Turkey with Brie Sandwich; 5-S. Chicken Cutlet Avocado Sandwich; 7-S. Italian Sandwich; 9-S. Meatball Sandwich; 11-S. Vegetarian Supreme Sandwich","Specialty Sandwiches","USD; USD; USD; USD; USD; USD","2-S. Turkey Club Sandwich; 4-S. Grilled Chicken & Avocado Sandwich; 6-S. BLT; 8-S. Parmigiana Chicken Sandwich; 10-S. Hot Pastrami Sandwich; 12-S. Grilled Vegetables","USD; USD; USD; USD; USD; USD","9.5; 9.25; 6; 8.25; 8.95; 7.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$8.50; $8.50; $8.50","8.5; 8.5; 8.5","$8.50; $8.50; $8.50","1-W. Chicken Caesar Wrap; 3-W. Turkey Club Wrap; 5-W. French Wrap","Specialty Wraps","USD; USD; USD","2-W. Crispy Chicken BLT Wrap; 4-W. Tuna or Chicken Salad Wrap; 6-W. California Wrap","USD; USD; USD","8.5; 8.5; 8.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$8.95; $8.95; $8.95","8.95; 8.95; 8.95","$8.95; $8.95","1P. Tuna Melt Panini; 3P. Italian Panini; 5P. Chicken Fajita Panini","Hot Specialty Paninis","USD; USD; USD","2P. Turkey Club Panini; 4P. Chicken Parmigiana Panini","USD; USD","8.95; 8.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$8.95; $9.75","8.95; 9.75","$8.95; $9.75","Tuna Melt Sandwich; Corned Beef Melted Sandwich","Melted Sandwiches","USD; USD","Chicken Salad Melted Sandwich; Pastrami Melted Sandwich","USD; USD","8.95; 9.75"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$19.00; $20.00; $25.00","19; 20; 25","$22.00; $24.00; $29.00","Smoked White Fish Platter; Nova Scotia Platter; Sturgeon & Nova or Belly Lox Platter","Smoked Fish Platters","USD; USD; USD","Smoked Sable Platter; Sturgeon Platter; Smoked Fish Supreme Platter","USD; USD; USD","22; 24; 29"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$12.95","12.95",,"Spreads & Salad Platter","Spreads & Salads Platters","USD",,,
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$8.50; $7.95; $8.95; $4.95","8.5; 7.95; 8.95; 4.95","$7.95; $7.95; $4.95","Create Your Own Salad; Nicoise Salad; Chef Salad; Side Salad","Create Your Own Salads & Salad Suggestions","USD; USD; USD; USD","Greek Salad; Chicken Caesar Salad; Side Caesar Salad","USD; USD; USD","7.95; 7.95; 4.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$4.50; $4.50","4.5; 4.5","$4.50; $4.50","Soup of the Day; Lentil","Specialty Soups","USD; USD","Chicken Noodle; Split Pea","USD; USD","4.5; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$5.00","5","$5.00","Create Your Own Linguine Pasta","Create Your Own Pasta Dish","USD","Create Your Own Penne Pasta","USD","5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$5.00","5",,"Create Your Own Pizza Bagel","Create Your Own Open-Faced Pizza Bagel","USD",,,
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$2.25; $2.50; $2.50; $2.50; $2.50; $2.50; $2.75; $2.75; $2.75; $9.00; $9.00; $3.00; $12.00; $3.00; $2.75; $2.75; $2.75; $3.50; $3.00; $5.00; $2.75; $3.50; $2.75; $4.00; $3.50; $3.50; $5.00; $3.50; $3.50; $2.25; $3.00","2.25; 2.5; 2.5; 2.5; 2.5; 2.5; 2.75; 2.75; 2.75; 9; 9; 3; 12; 3; 2.75; 2.75; 2.75; 3.5; 3; 5; 2.75; 3.5; 2.75; 4; 3.5; 3.5; 5; 3.5; 3.5; 2.25; 3","$2.75; $3.00; $2.50; $2.50; $2.50; $2.75; $3.00; $2.75; $3.00; $9.00; $7.50; $11.00; $2.75; $2.75; $2.75; $2.75; $3.50; $3.50; $3.25; $4.50; $3.50; $2.50; $4.00; $4.00; $3.50; $3.50; $3.50; $3.50; $2.25; $2.25; $2.25","Plain Cream Cheese; Olive Cream Cheese; Vegetable Cream Cheese; Raisin & Walnut Cream Cheese; Bacon Cream Cheese; Tofu Cream Cheese; Tofu Vegetable Cream Cheese; Light Cream Cheese; Light Vegetable Cream Cheese; 1/4 Lb. Nova; 1/4 Lb. Fresh Baked Salmon; 1/4 Lb. Herring & Cream; 1/4 Lb. Sturgeon; Brie Cheese; American Cheese; Muenster Cheese; Pepper Jack Cheese; 1/4 Lb. Low-Fat Vegetable Tuna Salad; 1/4 Lb. Egg Salad; 1/4 Lb. Baked Salmon Salad; 1/4 Lb. Chopped Liver; 1/4 Lb. Basil Chicken Salad; 1/4 Lb. Avocado Salad; 1/4 Lb. Corned Beef; 1/4 Lb. Honey Turkey; 1/4 Lb. Smoked Turkey; 1/4 Lb. Prosciutto; 1/4 Lb. Genoa Salami; 1/4 Lb. Chicken Cutlet; 1/4 Lb. Israeli Salad; 1/4 Lb. Greek Olives","Deli Items by the Lb.","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","Scallion Cream Cheese; Lox Spread Cream Cheese; Strawberry Cream Cheese; Sun-Dried Tomato Cream Cheese; Jalapeño Cream Cheese; Tofu Scallion Cream Cheese; Tofu Lox Spread Cream Cheese; Light Scallion Cream Cheese; Light Lox Spread Cream Cheese; 1/4 Lb. Belly Lox; 1/4 Lb. White Fish; 1/4 Lb. Sable; Fresh Mozzarella w/ Tomato & Basil; Provolone Cheese; Swiss Cheese; Cheddar Cheese; 1/4 Lb.Tuna Salad; 1/4 Lb. Spicy Tuna Salad; 1/4 Lb. Egg White Salad; 1/4 Lb. White Fish Salad; 1/4 Lb. Chicken Salad; 1/4 Lb. Hummus Spread; 1/4 Lb. Roast Beef; 1/4 Lb. Pastrami; 1/4 Lb. Pepper Turkey; 1/4 Lb. Ham; 1/4 Lb. Kosher Salami; 1/4 Lb. Grilled Chicken; 1/4 Lb. Macaroni Salad; 1/4 Lb. Potato Salad; 1/4 Lb. Coleslaw Salad","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","2.75; 3; 2.5; 2.5; 2.5; 2.75; 3; 2.75; 3; 9; 7.5; 11; 2.75; 2.75; 2.75; 2.75; 3.5; 3.5; 3.25; 4.5; 3.5; 2.5; 4; 4; 3.5; 3.5; 3.5; 3.5; 2.25; 2.25; 2.25"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$5.95; $4.50; $4.00","5.95; 4.5; 4","$4.50; $4.50; $4.00","Fresh Fruit Salad; Fresh Cantalope; Fresh Pineapple","Sliced Fresh Fruits","USD; USD; USD","Fresh Watermelon; Fresh Honey Dew; Fresh Mango","USD; USD; USD","4.5; 4.5; 4"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$2.50; $2.75; $2.75; $3.25; $2.75","2.5; 2.75; 2.75; 3.25; 2.75","$2.75; $1.95; $2.75; $2.75; $13.99","Croissant; Apple Turnover; Jumbo Muffin; Babka Mini; Jumbo Cookie","Bakery","USD; USD; USD; USD; USD","Cheese Danish; Almond Nutella Cookies; Sliced Pound Cake; Linzer Tart; Cookies by the Pound","USD; USD; USD; USD; USD","2.75; 1.95; 2.75; 2.75; 13.99"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$4.50; $5.95; $2.75; $4.50; $4.50; $4.50","4.5; 5.95; 2.75; 4.5; 4.5; 4.5","$3.50; $2.75; $1.95; $4.50; $4.50; $3.95","Apple Strudel; Chocolate Soufflet; Biscotti; New York Cheesecake; Red Velvet Cake; Chocolate Mousse","Classic Sweets, Sliced Cakes, and Whole 10"" Cakes","USD; USD; USD; USD; USD; USD","Assorted Brownies; Assorted Scones; Assorted Macaroons; Strawberry Cheesecake; Carrot Cake; Pie","USD; USD; USD; USD; USD; USD","3.5; 2.75; 1.95; 4.5; 4.5; 3.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$4.95; $4.95; $4.95; $4.95","4.95; 4.95; 4.95; 4.95","$4.95; $4.95; $4.95; $4.95","1. Strawberry & Banana; 3. Apple Berry; 5. Mango Blast; 7. Acai Pomegranate Blueberry","Fresh Fruit Smoothies & Protein Shakes","USD; USD; USD; USD","2. Tropical Blast; 4. Peanut Butter; 6. Indian Mango Blast; 8. Peach Green Tea","USD; USD; USD; USD","4.95; 4.95; 4.95; 4.95"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$2.25; $2.45; $3.50; $3.25; $2.00; $1.50; $3.75; $2.50; $2.50; $2.75; $3.00; $3.00; $3.95; $3.95; $16.95","2.25; 2.45; 3.5; 3.25; 2; 1.5; 3.75; 2.5; 2.5; 2.75; 3; 3; 3.95; 3.95; 16.95","$2.45; $3.50; $3.75; $3.75; $1.50; $2.00; $3.75; $2.00; $3.75; $2.75; $2.75; $3.95; $3.95; $4.50","Espresso; Machiatone; Latte; Hot Chocolate; Flavored Coffee; Tea; Vanilla Chai; Americano; Red Eye; Iced Coffee; Iced Flavored Coffee; Flavored Iced Tea; Iced Cappuccino; Iced Mochachino; 96 oz. Coffee Box","Coffee and Espresso Bar","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","Machiato; Cappuccino; Nutella Latte; Nutella Hot Chocolate; Premium Coffee; Herbal Tea; Spicy Chai; Cafe au Lait; Mochachino; Decaf Iced Coffee; Iced Tea; Iced Chai; Iced Latte; Frappuccino","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","2.45; 3.5; 3.75; 3.75; 1.5; 2; 3.75; 2; 3.75; 2.75; 2.75; 3.95; 3.95; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$4.50; $2.95; $4.95; $4.95","4.5; 2.95; 4.95; 4.95","$4.50; $4.95; $4.95; $4.50","Fresh Squeezed Orange Juice; Fresh Squeezed Lemonade; Citrus Sparkle Juice; Body Power Juice","Fresh Squeezed Juices","USD; USD; USD; USD","Fresh Squeezed Grapefruit Juice; Daily Energy Juice; Sexy Body Juice; Fresh Squeezed Carrot Juice","USD; USD; USD; USD","4.5; 4.95; 4.95; 4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$1.25; $2.50; $2.75; $3.95; $2.75; $3.50; $2.50; $2.75; $1.50; $3.50; $2.75","1.25; 2.5; 2.75; 3.95; 2.75; 3.5; 2.5; 2.75; 1.5; 3.5; 2.75","$2.00; $2.00; $2.75; $6.00; $3.25; $3.25; $2.75; $4.95; $2.25; $3.95; $2.75","12oz. Canned Soda; Vitamin Water; V8 Vegetable or Splash; 1 Quart Tropicana Juice; Ocean Spray Cranberry; Quart of Half & Half; San Pellegrino; Nestlé Nesquik; Poland Spring Water; Zico Coconut Water; Honest Tea","Beverages","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","20oz. Bottled Soda; Snapple; 16oz. Tropicana Juice; 1/2 Gallon Tropicana Juice; Quart of Skim Milk; Quart of Regular Milk; Perrier; Naked Juice; Fuji Water; Vita Coco Water; Gatorade","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","2; 2; 2.75; 6; 3.25; 3.25; 2.75; 4.95; 2.25; 3.95; 2.75"
,,,,,,,,"http://www.seamless.com/food-delivery/bagel-cafe-catering-third-avenue-manhattan-consumer.7944.r","$7.25; $5.95; $4.25; $6.50","7.25; 5.95; 4.25; 6.5","$4.95; $9.50; $4.95; $12.00","BAGEL CAFE TRADITIONAL BREAKFAST (PER PERSON); CONTINENTAL BREAKFAST (PER PERSON); FRESH CUT FRUIT PLATTER (PER PERSON); CAKES & PIES PLATTER (PER PERSON)","CATERING PLATTERS","USD; USD; USD; USD","BAGELS & COFFEE BREAKFAST (PER PERSON); COLD CUTS SANDWICHES & WRAPS (PER PERSON); COOKIES & BROWNIES TRAY (PER PERSON); Hot Pastrami Sandwiches Platter (per person)","USD; USD; USD; USD","4.95; 9.5; 4.95; 12"
"11415","Baker's Dozen Bagels (Lefferts Blvd)","8109 Lefferts Boulevard (Lefferts Blvd between Austin St & Cuthbert Rd)","Kew Gardens","(718) 847-1930","$$","Bagels","NY","http://www.seamless.com/food-delivery/baker-dozen-bagels-lefferts-blvd-queens.34708.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/baker-dozen-bagels-lefferts-blvd-queens.34708.r","$4.50","4.5","$4.50","Pancakes","Breakfast","USD","French Toast","USD","4.5"
,,,,,,,,"http://www.seamless.com/food-delivery/baker-dozen-bagels-lefferts-blvd-queens.34708.r","$2.25; $3.00","2.25; 3","$2.75","Danish; Chocolate Crumb Cake","Baked Goods","USD; USD","Apple Turnover","USD","2.75"
"10011","Chelsea Bagel and Cafe","139 W. 14th Street","NY","(212) 462-2435","$","Bagels","NY","http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r",,,,,,,,,
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$3.70; $5.50; $5.25; $5.75; $5.25; $5.25; $5.25; $5.75","3.7; 5.5; 5.25; 5.75; 5.25; 5.25; 5.25; 5.75","$2.95; $5.50; $5.25; $5.25; $5.25; $7.25; $5.25; $3.45","3 Egg Whites Signature Breakfast; Mr. Bagel; American Cheese Omelette; Ham & Cheese Omelette; Feta & Spinach Omelette; Corned Beef Omelette; Spanish Omelette; Western Omelette","Signature Breakfast Sandwiches & Platters","USD; USD; USD; USD; USD; USD; USD; USD","2 Eggs Signature Breakfast; Mrs. Bagel; Swiss Cheese Omelette; Mushroom Omelette; Pastrami Omelette; Lox & Onions Omelette; Tomato Omelette; Bacon Signature Breakfast","USD; USD; USD; USD; USD; USD; USD; USD","2.95; 5.5; 5.25; 5.25; 5.25; 7.25; 5.25; 3.45"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$1.15; $1.35; $1.45; $0.80; $13.80; $17.40","1.15; 1.35; 1.45; 0.8; 13.8; 17.4","$1.15; $1.35; $1.45; $0.80; $16.20; $9.60","Individual Bagels (No Toppings); Individual Health Grain Bagel (No Toppings); Individual Flat Bagel AKA Flagel (No Toppings); Individual Mini Bagel (No Toppings); Baker`s Dozen Bagel; Baker`s Dozen Flat Bagels AKA Flagels","Bagels","USD; USD; USD; USD; USD; USD","Individual Bagel (With Spreads); Individual Health Grain Bagel (With Spreads); Individual Flat Bagel AKA Flagels (With Spreads); Individual Mini Bagel (With Spreads); Baker`s Dozen Health Grain Bagels; Baker`s Dozen Mini Bagels","USD; USD; USD; USD; USD; USD","1.15; 1.35; 1.45; 0.8; 16.2; 9.6"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$1.75; $2.25; $2.50; $2.50; $2.50; $2.50; $2.50; $2.25; $2.50; $2.50; $3.25","1.75; 2.25; 2.5; 2.5; 2.5; 2.5; 2.5; 2.25; 2.5; 2.5; 3.25","$1.75; $1.95; $2.50; $2.50; $2.50; $2.50; $3.50; $2.50; $2.25; $2.50","1/4 lb. of Jelly; 1/4 lb. of Peanut Butter; 1/4 lb. of Scallion Cream Cheese; 1/4 lb. of Blueberry Cream Cheese; 1/4 lb. of Chocolate Chip Cream Cheese; 1/4 lb. of Jalapeño Cream Cheese; 1/4 lb. of Sun-Dried Tomato Cream Cheese; 1/4 lb. of Lite Plain Cream Cheese; 1/4 lb. of Lite Vegetable Cream Cheese; 1/4 lb. of Vegetable Tofu Cream Cheese; 1/4 lb. of Hummus","1/4 lb. of Spreads","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","1/4 lb. of Butter; 1/4 lb. of Plain Cream Cheese; 1/4 lb. of Vegetable Cream Cheese; 1/4 lb. of Strawberry Cream Cheese; 1/4 lb. of Walnut & Raisin Cream Cheese; 1/4 lb. of Kalamata Olive Cream Cheese; 1/4 lb. of Nova Lox Spread; 1/4 lb. of Lite Scallion Cream Cheese; 1/4 lb. of Plain Tofu Cream Cheese; 1/4 lb. of Scallion Tofu Cream Cheese","USD; USD; USD; USD; USD; USD; USD; USD; USD; USD","1.75; 1.95; 2.5; 2.5; 2.5; 2.5; 3.5; 2.5; 2.25; 2.5"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$2.50; $2.50; $3.50; $3.50; $3.50; $3.75; $0.55; $1.95","2.5; 2.5; 3.5; 3.5; 3.5; 3.75; 0.55; 1.95","$2.50; $2.50; $0.75; $3.95; $3.75; $0.50; $0.75","Yogurt Muffin; Cheese Danish; Russian Coffee Cake; Cheesecake; Dulce de Leche; Tiramisu; Pretzel Cookies; Rugelach","Our Bakery","USD; USD; USD; USD; USD; USD; USD; USD","Croissant; Black & White Cookie; Raspberry Linzer Hearts; Chocolate Cheescake; Chocolate Royale; Rainbow Cookie; Chocolate Covered Pretzels","USD; USD; USD; USD; USD; USD; USD","2.5; 2.5; 0.75; 3.95; 3.75; 0.5; 0.75"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$4.50","4.5",,"Soup of the Day","Soups","USD",,,
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$7.50","7.5",,"Create Your Own Salad","Create Your Own Salad","USD",,,
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$6.25; $5.25; $4.50; $5.75; $7.95","6.25; 5.25; 4.5; 5.75; 7.95","$6.25; $5.25; $4.95; $5.95","Baked Kippered Salmon Salad; Tuna Salad; Egg Salad; Chicken Salad; Shrimp Salad","Prepared Salads Bagel Sandwiches & Platters","USD; USD; USD; USD; USD","White Fish Salad; Low-Fat Tuna Salad; Fat-Free Egg White Salad; Waldorf Chicken Salad","USD; USD; USD; USD","6.25; 5.25; 4.95; 5.95"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$4.25; $3.25; $2.50; $3.50; $4.50; $2.25; $2.25","4.25; 3.25; 2.5; 3.5; 4.5; 2.25; 2.25","$4.25; $3.25; $3.95; $4.25; $3.75; $2.25","1/4 lb. of Baked Kippered Salmon Salad; 1/4 lb. of Tuna Salad; 1/4 lb. of Egg Salad; 1/4 lb. of Chicken Salad; 1/4 lb. Shrimp Salad; 1/4 lb. of Potato Salad; 1/4 lb. of Coleslaw","1/4 lb. of Prepared Salads","USD; USD; USD; USD; USD; USD; USD","1/4 lb. of White Fish Salad; 1/4 lb. of Low-Fat Tuna Salad; 1/4 lb. of Fat-Free Egg-White Salad; 1/4 lb. of Waldorf Chicken Salad; 1/4 lb. of Pesto Pasta Salad; 1/4 lb. of Macaroni Salad","USD; USD; USD; USD; USD; USD","4.25; 3.25; 3.95; 4.25; 3.75; 2.25"
,,,,,,,,"http://www.seamless.com/food-delivery/chelsea-bagel-and-cafe-new-york-city.7090.r","$9.25; $9.25; $9.25; $9.25","9.25; 9.25; 9.25; 9.25","$10.75; $10.75; $10.75; $10.75","Eastern Nova Scotia Bagel Sandwich; Belly Salty Lox Bagel Sandwich; White Fish Bagel Sandwich; Baked Kippered Salmon Bagel Sandwich","Smoked Fish Bagel Sandwiches & Platters","USD; USD; USD; USD","Eastern Nova Scotia Platter; Belly Salty Lox Platter; White Fish Platter; Baked Kippered Salmon Platter","USD; USD; USD; USD","10.75; 10.75; 10.75; 10.75"
